fabric.jpg,8,10,1,1.5707963267948966,21.57182661097959
grass.jpg,8,10,1,1.5707963267948966,27.686322902555183
wall.jpg,8,10,1,1.5707963267948966,41.599972282970896
water.jpg,8,10,1,1.5707963267948966,92.36898817548064
fabric.jpg,8,30,1,1.5707963267948966,8.56150133873755
grass.jpg,8,30,1,1.5707963267948966,14.184157364452625
wall.jpg,8,30,1,1.5707963267948966,20.59185934863336
water.jpg,8,30,1,1.5707963267948966,29.286525256955276
fabric.jpg,8,40,1,1.5707963267948966,7.610430939086604
grass.jpg,8,40,1,1.5707963267948966,8.266557936631775
wall.jpg,8,40,1,1.5707963267948966,11.408257318138096
water.jpg,8,40,1 ,1.5707963267948966,26.800228012845068
fabric.jpg,8,60,1,1.5707963267948966,6.705768579563902
grass.jpg,8,60,1,1.5707963267948966,9.371583062983483
wall.jpg,8,60,1,1.5707963267948966,8.525507907687889
water.jpg,8,60,1,1.5707963267948966,16.808723077150635
fabric.jpg,6,40,1,1.5707963267948966,9.315957633351832
grass.jpg,6,40,1,1.5707963267948966,7.492495492653542
wall.jpg,6,40,1,1.5707963267948966,4.306995255219279
water.jpg,6,40,1,1.5707963267948966,24.311047356512805
fabric.jpg,4,40,1,1.5707963267948966,5.004429057895753
grass.jpg,4,40,1,1.5707963267948966,7.7124795358416165
wall.jpg,4,40,1,1.5707963267948966,5.761079833106082
water.jpg,4,40,1,1.5707963267948966,21.340476700369564
fabric.jpg,10,40,1,1.5707963267948966,10.199646670285976
grass.jpg,10,40,1,1.5707963267948966,15.914760770334755
wall.jpg,10,40,1,1.5707963267948966,14.101225036524744
water.jpg,10,40,1,1.5707963267948966,42.043596375385036
fabric.jpg,12,40,1,1.5707963267948966,11.003976766305785
grass.jpg,12,40,1,1.5707963267948966,18.24384721907886
wall.jpg,12,40,1,1.5707963267948966,16.172542205684916
water.jpg,12,40,1,1 .5707963267948966,40.28968194466493
fabric.jpg,10,40,1,0,7.864922646747697
grass.jpg,10,40,1,0,20.222039051117243
wall.jpg,10,40,1,0,10.250410541724317
water.jpg,10,40,1,0,24.82907715625166
fabric.jpg,10,40,1,0,7.864922646747697
grass.jpg,10,40,1,0,20.222039051117243
wall.jpg,10,40,1,0,10.250410541724317
water.jpg,10,40,1,0,24.82907715625166
fabric.jpg,10,40,1,0,7.864922646747697
grass.jpg,10,40,1,0,20.222039051117243
wall.jpg,10,40,1,0,10.250410541724317
water.jpg,10,40,1,0,24.82907715625166
fabric.jpg,10,40,1,0,7.864922646747697
grass.jpg,10,40,1,0,20.222039051117243
wall.jpg,10,40,1,0,10.250410541724317
water.jpg,10,40,1,0,24.82907715625166
fabric.jpg,10,40,1,0,7.864922646747697
grass.jpg,10,40,1,0,20.222039051117243
wall.jpg,10,40,1,0,10.250410541724317
water.jpg,10,40,1,0,24.82907715625166
fabric.jpg,10,40,1,0,7.864922646747697
grass.jpg,10,40,1,0,20.222039051117243
wall.jpg,10,40,1,0,10.250410541724317
water.jpg,10,40,1,0,24.82907715625166
